TEST_NAME	TEST_ID	COUNT	top_prevalence	has_unit_data
s-kerulo	1002041	197	100.0	True
vb-pco2-vt	PAIKALLINEN5604594	197	0.0	False
b-erytrosyytit,tilavuusosuus,pikahoitoyksiköt	8519	196	0.0	False
s-epo	1001339	196	80.0	True
cyp4f2-geeninnukleotidivariaatiot,dna-tutkimus	54983	196	0.0	False
-crppikatesti	100001	196	0.0	False
s-iglcl-v	619596	196	100.0	True
b-hba1cvt	6591	196	100.0	True
p-fibr	3001399	196	100.0	True
u-krea	102145	195	100.0	True
p-psa-suh	10015846	195	100.0	True
s-c-pep-a	8145	195	100.0	True
s-iglck-v	619595	195	100.0	True
p-psa-v	10015845	195	100.0	True
s-hcgbv/d	3636087	195	0.0	False
p-crp-o	2629324	194	100.0	True
u-eryt	3001344	193	100.0	True
u-alb-mi	637192	193	100.0	True
s-ccpab	600745	193	100.0	True
s-mypnabg	6004150	193	0.0	False
l-baso	9215	193	100.0	True
p-haptog	14804	193	0.0	False
cb-inr,pikamääritys	11451	193	0.0	False
cb-hb	600540	192	0.0	False
p-rf	6404	192	88.46	True
p-inr-oma	614667	192	0.0	False
fs-ph	1605190	192	0.0	False
u-osmoie	2646120	191	0.0	False
s-karba	3002027	191	100.0	True
fp-pth	600441	191	100.0	True
kalium,hoitoyksikönvieritesti,veri	23228	191	0.0	False
p-inr-poc	9606	191	0.0	False
s-tsh	6002832	190	100.0	True
p-probnp	608314	190	0.0	False
pt-apri	21758	190	0.0	False
p-uraat	7010056	190	100.0	True
u-kemvt,sg	23081_SG	189	0.0	False
pt-glomerulussuodosnopeus,estimoitu,ckd-epi-kaava	4605	189	0.0	False
s-d-25	629949	189	0.0	False
p-ps-agv	3004000	188	100.0	True
glukvieri	9068	188	0.0	False
e-rdw	0450	188	100.0	True
pt-gfre-3	10300	188	100.0	True
b-hb	3629410	188	100.0	True
pt-gfre-md	625516	188	0.0	False
cb-leuk-hy	0894	187	100.0	True
crp-pika	604292	187	0.0	False
s-scl70ab	37650	187	100.0	True
fs-ph	0526	186	0.0	False
p-mg	1604555	186	100.0	True
p-zn	2639	186	100.0	True
s-hivab	3473	186	0.0	False
p-crp	609277	185	100.0	True
cb-emäsylimäärä	10084	185	100.0	True
p-b12-vit	7010576	185	100.0	True
hoiglukstx	91471	185	0.0	False
b-hba1c/pi	3636048	185	0.0	False
s-kysc	607736	183	0.0	False
b-ghba1c/p	2607246	183	0.0	False
p-myogl	4602	183	100.0	True
u-nitr	602093	182	0.0	False
lymf	600	182	100.0	True
l-eos	6001332	182	100.0	True
ab-ph	6001527	182	0.0	False
s-rnpab	1003317	181	0.0	False
s-t4-v	603080	181	100.0	True
s-om5glie	13651	181	0.0	False
cp-inr-hy	0895	181	0.0	False
p-probnp	3897325	181	0.0	False
p.-trombai	602875	180	100.0	True
p-luakrvv	4425	180	0.0	False
ntkmom	3636085	179	0.0	False
fp-kol-ldl	609272	179	100.0	True
s-borrabg	3004095	179	0.0	False
pappakmom	3636086	179	0.0	False
u-krea	609991	179	100.0	True
p-tt.	3013892	179	100.0	True
ab-po2-vt	11575	179	0.0	False
hcgbvkmom	3636088	179	0.0	False
p-ca-albk	607257	178	100.0	True
s-korsol	2129	178	100.0	True
s-iglcl-v	616406	177	100.0	True
cb-ahco3	5389	177	100.0	True
s-iglck-v	616405	177	100.0	True
c6-indeksi	13177	177	0.0	False
p-tsh	3738338	177	100.0	True
p-gt	7010046	177	100.0	True
s-tsh-peg	7033219	177	100.0	True
u-kemseul,u-ph	603617_4	176	0.0	False
p-t4v	626021	176	0.0	False
-kt/v,daugirdaksenkaava	11502	176	0.0	False
u-gran	3000304	175	0.0	False
b-neut	629566	174	100.0	True
s-ebvabg	3001336	174	100.0	True
b-hb	1101552	174	100.0	True
s-osmol	1002443	174	100.0	True
s-tsh	1102832	174	100.0	True
p-cl	3002080	173	100.0	True
p-bil	7010038	173	100.0	True
p-shbg	2737	173	100.0	True
s-borrabg	4095	172	100.0	True
s-lzm	3002289	172	100.0	True
u-epit	615361	172	100.0	True
e-rdw	3895985	172	100.0	True
p-bil-kj	1001189	171	100.0	True
p-apcres.	3013893	171	0.0	False
p-krea-vt	11325	171	100.0	True
p-hcg	6403	171	89.95	True
p-at3.	602874	171	100.0	True
pt-glomerulussuodosnopeus,estimoitu,ckd-epi-kaava(p-kreaosatutkimus)	0232	171	100.0	True
p-crp-o	1613895	171	100.0	True
du-iglcl	98330	170	0.0	False
p-iga	604897	170	100.0	True
6820	6820	170	0.0	False
p-psa-v	3635178	170	0.0	False
ab-pco2-vt	11572	170	0.0	False
p-tfr	613076	170	100.0	True
s-smab	1003324	170	0.0	False
oma-cp-glu	1601503	169	0.0	False
u-lier	615362	169	100.0	True
s-tshrab	617817	169	55.8	True
s-hevohie	7033	169	100.0	True
lymfos	11580	168	100.0	True
kt/v	11502	168	0.0	False
p-ca12-5	1003414	168	0.0	False
ab-ph-vt	11569	168	0.0	False
marevan-hoidonseur.tatesti,hoitoyksikkötekeesormenpäänäyte	9910757	168	0.0	False
s-lam-ex	23384	168	0.0	False
p-tnt-o	7035801	168	100.0	True
u-albkre	619157	167	0.0	False
p-gluk-a2	8853	167	100.0	True
fs-cga	4504	167	99.82	True
s-kap-ex	23385	166	0.0	False
ps-gluk	602400	166	0.0	False
vb-happamuusaste	11570	166	0.0	False
s-scl70ab	3765	166	100.0	True
inrpika	0116	166	0.0	False
s-prostataspesifinenantigeeni	10095	165	100.0	True
u-tutkimus1,seulonta,osavastaussg	23081_SG	165	0.0	False
s-codiab	1253	165	100.0	True
s-dmklots	619497	165	0.0	False
p-krea	610351	164	100.0	True
p-at3	3001103	164	100.0	True
pt-gfre-md	605059	164	0.0	False
s-karba	1002027	164	100.0	True
s-tshrab	618872	163	0.0	False
p-kol-hdl	3663263	163	0.0	False
s-d-1,25	1003163	163	0.0	False
b-hb	2629410	163	100.0	True
p-tnt	2629464	163	0.0	False
s-chpnabg	1004294	163	0.0	False
s-k/l-ex	23386	163	0.0	False
p-tt-inrp	606257	162	0.0	False
fibrosis-4indeksi	14742	162	0.0	False
u-kemseul,u-sg	603617_6	162	0.0	False
e-retik	1102581	162	100.0	True
p-lh/fsh	827	161	0.0	False
p-bnp	1664420	161	0.0	False
u-albkrea	618156	161	100.0	True
du-krea	1002141	161	0.0	False
pt-gfreepi	90062	161	100.0	True
s-mg-ion	13745	161	100.0	True
fs-pth	2457	161	0.0	False
s-c3	2106	161	100.0	True
oma-inr	614161	160	0.0	False
s-mkomp-2	5597579	160	0.0	False
s-cmvabg	4168	159	100.0	True
p-trigly	3663261	159	0.0	False
u-ph-huu	0056	159	0.0	False
vb-hco3-vt	PAIKALLINEN5604596	159	0.0	False
p-viskos	2978	158	100.0	True
fp-kol	1605284	158	100.0	True
s-alat	1026	158	99.92	True
eos	602	157	100.0	True
p-psa-v	10015840	157	100.0	True
p-psa-suh	10015841	157	100.0	True
s-ana	3002819	157	100.0	True
u-na	2386	157	100.0	True
ph	606909	157	0.0	False
ab-ahco3vt	11580	157	100.0	True
p-tt-inrqc	605907	156	0.0	False
ntkmom	627357	156	0.0	False
s-enaab	7033478	156	100.0	True
hcgbvkmom	627356	156	0.0	False
c6-indeksi	5577307	156	0.0	False
pappakmom	627355	156	0.0	False
p-psa-suh	603271	155	100.0	True
p-psa-v	603270	155	100.0	True
fp-fe	606570	155	100.0	True
fp-ca	604426	155	100.0	True
p-ca++hoi	8535	155	0.0	False
p-fidd	2104113	155	100.0	True
o2-virt	PYL-MUS38	155	0.0	False
b-hkrhoi	8519	155	0.0	False
s-norklots	1011045	154	0.0	False
verensokeri,tk:ntekemä	256	154	0.0	False
b-gluk-vt	58	154	0.0	False
pt-glomerulussuodatusnopeus	11326	154	0.0	False
b-ghb-a1c	1101560	154	100.0	True
u-keto-de	21418	153	0.0	False
p-t3-v	2106362	153	0.0	False
u-hb-o	1556	153	0.0	False
fp-kol	2605284	152	100.0	True
p-haptog	1545	152	100.0	True
p-tkfiddo	3003939	152	100.0	True
sy-leuk	3003080	152	100.0	True
l-lymf	0904	152	100.0	True
vb-he-tase,vb-pco2	101543_2	152	0.0	False
oma-ghb-a1c	601860	152	0.0	False
epiteelit	980	152	100.0	True
p-krea-vt	623056	151	0.0	False
p-se	4564	151	100.0	True
s-vedol	10200	151	100.0	True
näköseula	2279506	151	0.0	False
lieriöt	981	151	100.0	True
p-na-vt	623035	151	0.0	False
p-k-vt	623055	151	0.0	False
s-c4	2107	150	100.0	True
s-cmvabm	4169	150	100.0	True
b-multiplateadp	14087	150	0.0	False
b-fidd-vt	6596	150	0.0	False
s-ketiap	606329	150	0.0	False
s-afp	1040	149	87.55	True
u-ph	0350	149	0.0	False
s-pappa	613102	148	100.0	True
cb-hb	5401	148	100.0	True
vb-be	0347	148	100.0	True
u-alb/kre,u-alb	601384_2	148	0.0	False
s-hcg-b-v	613101	148	100.0	True
p-bnp	3658241	148	0.0	False
pt-glomerulussuodosnopeus,estimoituckd-epikaavallakystatiinic:stä	21904	147	100.0	True
b-hkr	11358	147	0.0	False
f-calpro	1665000	146	0.0	False
p-tt-inr	44520	146	0.0	False
b-hkr	2101358	146	100.0	True
s-hbsab	1001608	146	0.0	False
s-ph	627274	146	0.0	False
u-huum-10,ph	630291_11	146	0.0	False
b-baso	9227	145	99.99	True
u-suhteellinentiheys,osatutkimus	2715	145	0.0	False
s-testo	6002735	145	100.0	True
s-mypnabg	600469	145	0.0	False
pt-paino	10015	145	0.0	False
s-ruokaer	3000508	144	0.0	False
p-pc	3435	144	100.0	True
p-posturea	11501	144	100.0	True
14593	14593	144	0.0	False
s-prot	1102516	144	100.0	True
s-achr-ab	3427	143	100.0	True
u-seulonta,ph	32681_PH	143	0.0	False
u-k	3002004	143	100.0	True
pt-gfre	10055630	143	100.0	True
s-tpoab	1104028	142	0.0	False
s-mkomp-3	5597580	142	0.0	False
b-hb-a1c	626068	142	100.0	True
p-ca	7022828	142	100.0	True
b-hb-pika	4052992	142	0.0	False
nlt	347	142	0.0	False
p-aptt	1002783	142	100.0	True
e-rdw	2895985	141	100.0	True
s-ohkarba	1003957	141	100.0	True
u-ph	55555555	140	0.0	False
p-t3-v	622560	140	0.0	False
s-aldos	1034	140	100.0	True
glukoosi,vieritutkimus	10756	140	0.0	False
-slco1b1	54986	140	0.0	False
s-borabgv	14525	140	100.0	True
b-hb-pika	614762	139	0.0	False
u-suhti	3002715	139	100.0	True
oma-p-tnt	7351888	139	0.0	False
p-ige	6458	139	100.0	True
s-hcg	2122	139	76.96	True
suhteellinentiheys	2715	139	0.0	False
b-angap	10962	138	100.0	True
p-ca-albk	7022829	138	100.0	True
pika-crp	9112	138	100.0	True
kolesterolinjahdl-kolesterolinsuhde	0020	138	0.0	False
s-vlseabg	618439	138	0.0	False
u-suhti	3663282	138	0.0	False
leuk-pika	10018588	138	100.0	True
sy-solut	2658	138	0.0	False
s-infliks	13056	137	100.0	True
ca-ion	609993	137	100.0	True
s-aldos-p	1001037	137	100.0	True
p-d-25	614865	137	100.0	True
li-prot	3002514	137	100.0	True
p-reninm	643503	137	0.0	False
p-tfr	10015198	136	0.0	False
p-nh4-ion	3001071	136	100.0	True
s-afp	4001040	136	100.0	True
astmatesti	622031	136	0.0	False
u-ph	3663281	136	0.0	False
b-hb-hoi	991552	136	0.0	False
p-fviii.	8091	135	100.0	True
p-tsh	623355	135	0.0	False
s-d-25	609559	135	0.0	False
fp-pi	604423	135	100.0	True
s-sentab	3652	134	100.0	True
p-psa-suh	1608385	134	100.0	True
fp-renin-p	1003628	134	100.0	True
fs-ca-iona	1605193	134	100.0	True
omaastmat	620126	133	0.0	False
p-alb	1605243	133	100.0	True
vb-hco3-st	155	133	100.0	True
p-acth	1020	133	99.93	True
ab-be	10734	133	100.0	True
u-suhtih-o	33333333	133	0.0	False
b-hb-met	13413	133	100.0	True
pulssi	10410	133	0.0	False
p-cl	1002080	133	0.0	False
p-ck	1605261	132	100.0	True
li-gluk	3001470	132	100.0	True
p-tnt	3629464	132	0.0	False
p-ferrit	10016488	132	100.0	True
l-lymf	9205	132	100.0	True
vp-gluk-0h	607051	131	0.0	False
vp-gluk-1h	607052	131	0.0	False
du-ca	3002011	131	100.0	True
vp-gluk-2h	607053	131	0.0	False
du-normet	1002406	131	0.0	False
p-c-pept	1000576	131	100.0	True
sy-leuk	6003080	131	100.0	True
nu-alb	618176	131	100.0	True
p-ca-albk	645508	130	100.0	True
fp-urea	604445	130	100.0	True
fp-kol-ldl	2099	130	100.0	True
fe-folaat	5001414	130	100.0	True
s-hcgbv/d	3897208	130	100.0	True
p-amylp	622018	130	0.0	False
u-baktvi	1155	130	0.0	False
du-metnef	1002336	130	0.0	False
fe-folaat	610020	130	100.0	True
s-viseabm	20608	130	0.0	False
l-lymf	0015	129	0.0	False
p-ferrit	604276	129	100.0	True
pf-ph	10033	129	100.0	True
l-mono	0016	129	0.0	False
p-ps	3004449	129	100.0	True
s-tygl	2828	129	100.0	True
sy-eryt	6003732	129	100.0	True
ly-cd4-t	22081	128	100.0	True
p-tnt	10010873	128	100.0	True
s-van	6003277	128	100.0	True
p-ca-albk	8568	128	100.0	True
s-ace	1092	128	100.0	True
b-t-cd4	874	128	100.0	True
cb-emäsylimäärä	0769	128	100.0	True
ab-be	0324	128	100.0	True
p-hcg	1002122	128	0.0	False
li-laktaat	2186	128	100.0	True
p-hcg-tot	6469	127	0.0	False
s-ohkarba	3003957	127	100.0	True
leukpika	0109	127	0.0	False
s-psa-v/t	10096	127	100.0	True
fs-fe	622597	127	0.0	False
fs-e-vit	3169	127	100.0	True
omaastmatesti	620126	127	0.0	False
b-eryt	1101341	126	100.0	True
p-digoks	604892	126	0.0	False
fs-transf	3002756	126	100.0	True
s-afsuol2	633100	125	0.0	False
b-hb-co	1566	125	100.0	True
s-afsuol1	633121	125	100.0	True
fe-folaat	14140	125	100.0	True
b-tnt-o	104464	125	0.0	False
s-afsuol3	633101	125	100.0	True
s-afos	3001046	125	100.0	True
b-hba1c/pika	61289	125	0.0	False
u-bakt-vi	1155	125	0.0	False
s-afmakro	602864	125	100.0	True
p-probnp	10010875	125	100.0	True
s-afmaksa	602862	125	100.0	True
s-afluust	602861	125	100.0	True
s-t4-vdi	1000811	124	100.0	True
s-mtx	2346	124	100.0	True
p-luakptt	607079	124	0.0	False
p-luakrvv	607078	124	0.0	False
pd-leuk	902	123	100.0	True
s-hcg-b-v	604532	123	100.0	True
b-hba1c	614611	123	100.0	True
vb-he-tase,vb-be.b	101543_2	123	0.0	False
b-hba1c-om	2632285	123	0.0	False
koivu	1000971	123	100.0	True
b-crp-pika	170	123	0.0	False
p-ca	1605254	122	100.0	True
fs-ca-ion/ph7.40	596	122	100.0	True
oma-inr	469	122	0.0	False
fb-leuk	102218	122	100.0	True
u-lier	604501	122	100.0	True
u-epit	604500	122	100.0	True
s-pappa	604533	122	100.0	True
ab-caionvt	11587	122	100.0	True
happamuusaste,virtsasta,vieritesti	1364	122	0.0	False
pf-ada/s-ada	911	121	0.0	False
s-ccpab	602776	121	100.0	True
fosfatidyylietanoli	12510	121	0.0	False
pt-gfreepi	623503	121	0.0	False
p-bnp	629974	121	0.0	False
u-eryt	604502	121	100.0	True
p-d-25	604467	121	100.0	True
p-t4-v	3738337	121	100.0	True
fp-transf	604442	120	100.0	True
u-albkrea	2630745	120	0.0	False
pt-gfre-md	619590	120	0.0	False
inr-pika	618353	120	0.0	False
p-inrosoitus	50220	120	0.0	False
b-eos	1605105	119	100.0	True
f-calpro	604353	119	100.0	True
u-sakka,eryt	2600_ERYT	119	0.0	False
u-osmolaliteetti,estimoitu	20479	119	100.0	True
kol/hdl	10006	119	0.0	False
pf-happamuusaste	50056	119	0.0	False
s-hcgbv/d	2644960	118	0.0	False
s-afp	3001040	118	57.58	True
u-suhti	0349	118	0.0	False
ua-ph	8915	118	0.0	False
s-b2miglo	3001171	118	100.0	True
monos	1602925	118	100.0	True
s-clahere	7121	118	100.0	True
timotei	1000973	118	100.0	True
s-ebvabg	1336	117	100.0	True
s-pct	1773	117	100.0	True
p-tnt	602456	117	100.0	True
p-tfr	10015175	117	100.0	True
l-baso	6001168	117	100.0	True
s-vzvabg	3004467	116	0.0	False
crpvieritesti	9041	116	0.0	False
sy-muutsol	3000284	116	100.0	True
p-lh	7037274	116	100.0	True
sy-lymf	3000283	116	100.0	True
sy-gran	3000272	116	100.0	True
b-cya	1003606	116	100.0	True
p-krea	648008	115	100.0	True
oma-fp-glu	610095	115	0.0	False
s-koirae	3000431	115	0.0	False
p-ca-albk	1613776	115	100.0	True
metam	345	115	100.0	True
inr,tk	604590	115	0.0	False
s-normet	2407	114	99.87	True
f-calpro	605777	114	0.0	False
s-viseabg	20607	114	0.0	False
p-na-vt	629738	114	0.0	False
p-ck-mb	3004524	114	100.0	True
p-k-vt	629757	114	0.0	False
s-aldos	627663	114	0.0	False
p-mb/ck	3009364	114	0.0	False
p-ca12-5	7037269	114	100.0	True
oma-hba1c	630432	113	0.0	False
ab-be	9216	113	100.0	True
p-gluk-o	13975	113	100.0	True
s-piiinp	3682	113	98.49	True
u-huum-10,ominaispaino	630291_12	113	0.0	False
u-levyep	3000291	113	100.0	True
s-hbsab	3001608	113	98.86	True
p-lh/fsh	615523	113	0.0	False
p-igg	1605020	113	100.0	True
mono	601	113	100.0	True
b-leuk	1600041	112	100.0	True
s-kissae	3000430	112	0.0	False
s-c3	3002106	112	100.0	True
b-tnt-o	4464	112	99.91	True
s-afos	11046	112	100.0	True
u-albkre	625978	112	100.0	True
cb-tt-inr	9520	112	100.0	True
cb-be	50031	112	100.0	True
p-probnp	3945215	111	0.0	False
tromboplastiiniaika,inr-tulostus,kapillaariverestä	10757	111	0.0	False
p-tnt	600822	111	100.0	True
e-mch	3629412	111	100.0	True
s-lamotri	3004328	111	100.0	True
s-c4	3002107	111	100.0	True
l-eos	0012	111	0.0	False
p-korsol	604893	110	100.0	True
l-liusk	9202	110	100.0	True
p-aptt	6002783	110	100.0	True
p-ferrit	10016494	110	100.0	True
p-il6	10779	110	100.0	True
myel	344	110	100.0	True
f-calpro	630232	110	0.0	False
e-rdw	10838	110	100.0	True
b-hba1c	2632265	110	0.0	False
p-at3-spr	3011103	109	100.0	True
testo/shbg	828	109	0.0	False
ly-t-cd4/cd8,t-auttaja/estäjäsolujensuhde	50009	109	0.0	False
ab-po2	0322	109	100.0	True
oma-b-fid	7351887	109	0.0	False
cb-emäsylimäärä	10191	108	100.0	True
pika-virtsaliuska,u-ph	602140_5	108	0.0	False
p-fviii	1097	108	100.0	True
f-calpro	3658782	108	0.0	False
fs-fe	3002566	108	100.0	True
fp-gluk/pi	2606304	108	0.0	False
p-psa-suh	3946036	108	100.0	True
vb-emäsylimäärä	11584	108	0.0	False
pika-virtsaliuska,u-suhti-o	602140_3	108	0.0	False
fs-trfesat	4008498	108	100.0	True
s-psa-v	104254	107	100.0	True
b-trom	1102791	107	100.0	True
fp-fe	602776	107	0.0	False
s-hs-crp	8022	107	100.0	True
s-klotsa	619537	107	0.0	False
s-trypt	9872	107	100.0	True
phadiatop	970	107	100.0	True
p-hcyst	1867	106	100.0	True
s-psa-t	603280	106	100.0	True
ph	5010	106	0.0	False
ps-crp	100110	106	0.0	False
e-mchc	3629413	106	100.0	True
s-gliadie	14063	106	0.0	False
s-ccpab	610918	106	100.0	True
p-probnp	602403	106	100.0	True
cb-gluk-v	1469	105	0.0	False
fluor,nat,fl-clue	1621921_3	105	0.0	False
b-erytrosyytit	1341	105	100.0	True
s-bopeaba	3003311	105	100.0	True
u-sakka,leuk	2600_LEUK	105	0.0	False
b-leuk-hoi	9911018	105	0.0	False
u-ph.	4083929	105	0.0	False
fluor,nat,fl-hiiva	1621921_2	105	0.0	False
du-metnef	3002336	105	100.0	True
ab-pco2	0321	105	100.0	True
fp-gluk0	9542	105	100.0	True
s-vzvabm	1806	105	0.0	False
fs-transf	2756	105	100.0	True
s-mpoab	4148	105	65.9	True
fp-transf	603428	104	0.0	False
b-lymf	604947	104	100.0	True
s-bopeabg	3003312	104	100.0	True
l-mono	604944	104	100.0	True
b-baso	625831	104	100.0	True
l-neut	604941	104	100.0	True
l-eos	605029	104	100.0	True
pt-lämpöt	6000612	104	100.0	True
l-lymf	604942	104	100.0	True
s-risper	605908	104	0.0	False
u-suhti.	4083930	104	0.0	False
u-osmole	3635090	104	0.0	False
fluor,nat,muuta	1621921_4	104	0.0	False
du-normet	3002406	104	100.0	True
l-baso	604945	104	100.0	True
p-t3-v	106362	104	0.0	False
baso	603	104	100.0	True
b-mono	604948	104	100.0	True
p-mg	604431	103	100.0	True
p-d-25	1101220	103	100.0	True
s-osmol	3002443	103	100.0	True
s-koivue	3000415	103	0.0	False
pf-prot	2515	103	100.0	True
s-gadab	3004400	103	100.0	True
p-ph	45094	102	0.0	False
p-d-25	4001220	102	100.0	True
f-calpro	1631884	102	0.0	False
fluor,nat,fl-leuk	1621921_1	102	0.0	False
cb-be	0206	102	100.0	True
s-pujoe	3000419	102	100.0	True
s-alfgale	13772	102	100.0	True
du-krea	2141	102	100.0	True
p-c3	1010790	102	0.0	False
b-fidd-o	13042	102	100.0	True
s-igf1	1003253	101	0.0	False
s-antitry	3001038	101	100.0	True
cb-be	0418	101	100.0	True
p-rf	1629868	101	0.0	False
fp-renin	3003603	101	100.0	True
s-d-25	625400	101	100.0	True
u-prot	3002519	101	71.93	True
